tuning_trial_id,tuning_learning_rate,tuning_n_layers,tuning_width_multiplier,run_name,config_name,run_id,run_url,trainer,completed_at_utc,epochs_completed,steps_completed,train_size,val_size,parameter_count,backend,accelerator_count,accelerator_type,peak_accelerator_memory_bytes,training_runtime_seconds,training_runtime_hours,validation_runtime_seconds,validation_runtime_hours,measured_runtime_seconds,measured_runtime_hours,invocation_runtime_seconds,invocation_runtime_hours,compute_cost_accelerator_hours,accelerator_hours,best_val_loss,final_val_loss,final_val_energy_mae_per_atom,final_val_force_mae,final_val_stress_mae_per_atom,steps_per_epoch,training_examples_seen,batch_size_per_accelerator,batch_n_graph_per_accelerator,batch_n_node_per_accelerator,batch_n_edge_per_accelerator,evaluation_runtime_seconds,config_train_path,config_atomic_numbers,config_atom_energies,config_avg_n_edges,config_avg_n_neighbors,config_avg_n_nodes,config_max_n_edges,config_max_n_nodes,config_scale,config_shift,config_batch_size,config_checkpoint_root,config_model_config_cutoff,config_model_config_hidden_irreps,config_model_config_lmax,config_model_config_n_layers,config_model_config_radial_basis_size,config_model_config_radial_mlp_size,config_model_config_radial_mlp_layers,config_model_config_radial_polynomial_p,config_model_config_mlp_init_scale,config_model_config_index_weights,config_model_config_layer_norm,config_model_config_zigzag_radii,config_kernel,config_valid_frac,config_valid_path,config_dataset_name,config_train_frac,config_seed,config_mem_fraction,config_allocator,config_optimizer,config_learning_rate,config_warmup_epochs,config_warmup_factor,config_grad_clip_norm,config_weight_decay,config_n_epochs,config_energy_weight,config_force_weight,config_stress_weight,config_force_mode,config_inner_edge_fraction,config_lora_rank,config_lora_alpha,config_loss_type,config_log_every,config_validation_every_steps,config_benchmarks_every_steps,config_benchmarks_mlip_arena,config_benchmarks_long_md,config_benchmarks_workers_per_gpu,config_benchmarks_async_evals,config_ema_decay,config_finetune_from,config_run_name,config_wandb_entity,config_wandb_run_name,config_wandb_project,config_wandb_mode
lr0p01-l5-w0p75,0.01,5,0.75,tune-lr0p01-l5-w0p75,tune-lr0p01-l5-w0p75,tfi4f1ut,,standard,2026-08-24T21:35:15.384798+00:00,2,2509,78229,15804,475561,gpu,1,NVIDIA H100 80GB HBM3,6117953536,369.63629468530416,0.1026767485236956,42.33965124934912,0.01176101423593031,411.9759459346533,0.11443776275962592,426.2868893146515,0.11841302480962541,0.11443776275962592,0.11443776275962592,8.244604110717773,8.244604110717773,0.12371987104415894,0.1375846564769745,0.0008994096424430609,1223,156458,64,65,2197.26200676047,136071.8841861627,0.0,data/mptrj.atp,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,89,90,91,92,93,94]","{""1"":-3.6683144569396973,""2"":-1.3163000345230103,""3"":-3.4831652641296387,""4"":-4.764586448669434,""5"":-7.723288536071777,""6"":-8.40385913848877,""7"":-7.355093955993652,""8"":-7.283683776855469,""9"":-4.895404815673828,""10"":-0.03005797415971756,""11"":-2.7473080158233643,""12"":-2.811192512512207,""13"":-4.856420993804932,""14"":-7.702361583709717,""15"":-6.968142509460449,""16"":-4.674358367919922,""17"":-2.8150434494018555,""18"":-0.06283307820558548,""19"":-2.622321128845215,""20"":-5.3866095542907715,""21"":-7.873931407928467,""22"":-10.264874458312988,""23"":-8.66543197631836,""24"":-9.2335205078125,""25"":-8.309571266174316,""26"":-7.048263072967529,""27"":-5.5792694091796875,""28"":-5.171901702880859,""29"":-3.252624273300171,""30"":-1.2877082824707031,""31"":-3.528157949447632,""32"":-4.709354877471924,""33"":-3.9754624366760254,""34"":-3.887714147567749,""35"":-2.516629219055176,""36"":6.747716426849365,""37"":-2.577591896057129,""38"":-4.939635276794434,""39"":-10.152220726013184,""40"":-11.842530250549316,""41"":-12.148360252380371,""42"":-8.799700736999512,""43"":-8.797399520874023,""44"":-7.760889530181885,""45"":-6.835111618041992,""46"":-4.8846940994262695,""47"":-2.0629477500915527,""48"":-0.6418149471282959,""49"":-2.785382032394409,""50"":-3.8185558319091797,""51"":-3.5863938331604004,""52"":-2.880044937133789,""53"":-1.6353932619094849,""54"":9.806041717529297,""55"":-2.7564780712127686,""56"":-4.997802257537842,""57"":-8.92111873626709,""58"":-8.735455513000488,""59"":-8.035662651062012,""60"":-8.260232925415039,""61"":-7.5397539138793945,""62"":-8.160961151123047,""63"":-13.596965789794922,""64"":-18.527551651000977,""65"":-7.6466827392578125,""66"":-8.13962459564209,""67"":-7.610777854919434,""68"":-6.8239006996154785,""69"":-7.813919544219971,""70"":-3.5790491104125977,""71"":-7.460397243499756,""72"":-12.797314643859863,""73"":-14.110695838928223,""74"":-9.345513343811035,""75"":-11.383716583251953,""76"":-9.633197784423828,""77"":-7.3318257331848145,""78"":-5.296637535095215,""79"":-2.371084213256836,""80"":0.25143736600875854,""81"":-2.319478988647461,""82"":-3.7398195266723633,""83"":-3.4386684894561768,""89"":-5.125858783721924,""90"":-11.000879287719727,""91"":-12.322521209716797,""92"":-13.852907180786133,""93"":-14.94003963470459,""94"":-15.294189453125}",1932.8392640079926,57.413687022442645,31.196903505120307,34704,444,0.8066479563713074,0.16502578765761478,64,/data/curtis/dev/nequix/tuning_runs/zigzag-700k/trials/lr0p01-l5-w0p75,6.0,78x0e + 39x1o + 20x2e + 20x3o,3,5,8,64,2,6.0,4.0,False,True,"[6.0,4.0,4.0]",True,0.01,,mptrj,0.05,0,0.97,,muon,0.01,0.1,0.2,100.0,0.001,2,20.0,20.0,5.0,conservative,0.5,,,mae,100,,20000,,,4,False,0.999,,tune-lr0p01-l5-w0p75,curtischong,tune-lr0p01-l5-w0p75,nequix-zigzag-tuning,disabled
